Semester: Fall 2023; Course: Course; Title: Title; Units: Units; Lec/Sec: Lec/Sec; Days: Days; Begin: Begin; End: End; Bldg/Room: Bldg/Room; Location: Location; Instructor(s): Instructor(s); 
Semester: Fall 2023; Course: 54307; Title: Movement III; Units: 5.0; Lec/Sec: A; Days: MW; Begin: 09:30AM; End: 10:50AM; Bldg/Room: PCA 306; Location: Pittsburgh, Pennsylvania; Instructor(s): Moore; 
Semester: Fall 2023; Course: 54307; Title: Movement III; Units: 5.0; Lec/Sec: ; Days: F; Begin: 11:00AM; End: 12:20PM; Bldg/Room: PCA 313; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54309; Title: Dialects and Accents; Units: 4.0; Lec/Sec: A; Days: MW; Begin: 03:00PM; End: 04:00PM; Bldg/Room: PCA A41; Location: Pittsburgh, Pennsylvania; Instructor(s): Logan; 
Semester: Fall 2023; Course: 54309; Title: Dialects and Accents; Units: 4.0; Lec/Sec: B; Days: MW; Begin: 04:10PM; End: 05:10PM; Bldg/Room: PCA A41; Location: Pittsburgh, Pennsylvania; Instructor(s): Logan; 
Semester: Fall 2023; Course: 54311; Title: Rehearsal and Performance III:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54311; Title: Put Your House in Order; Units: VAR; Lec/Sec: A2; Days: M; Begin: 05:20PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Dunn; 
Semester: Fall 2023; Course: 54311; Title: Put Your House in Order; Units: VAR; Lec/Sec: ; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54311; Title: Put Your House in Order; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54311; Title: Rehearsal and Performance III:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54311; Title: MOTHER; Units: VAR; Lec/Sec: B2; Days: M; Begin: 05:20PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Velten-Smith; 
Semester: Fall 2023; Course: 54311; Title: MOTHER; Units: VAR; Lec/Sec: ; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54311; Title: MOTHER; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54311; Title: Rehearsal and Performance III:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54311; Title: Lear; Units: VAR; Lec/Sec: C2; Days: M; Begin: 05:20PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Cousin; 
Semester: Fall 2023; Course: 54311; Title: Lear; Units: VAR; Lec/Sec: ; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54311; Title: Lear; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54311; Title: Rehearsal and Performance III:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54311; Title: Macbeth; Units: VAR; Lec/Sec: D2; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Haden; 
Semester: Fall 2023; Course: 54313; Title: Dance III: Expand the Dynamics of Dance Technique; Units: 3.0; Lec/Sec: A; Days: MW; Begin: 01:30PM; End: 02:50PM; Bldg/Room: PCA 306; Location: Pittsburgh, Pennsylvania; Instructor(s): Caton; 
Semester: Fall 2023; Course: 54313; Title: Dance III: Expand the Dynamics of Dance Technique; Units: 3.0; Lec/Sec: B; Days: MW; Begin: 01:30PM; End: 02:50PM; Bldg/Room: PCA 313; Location: Pittsburgh, Pennsylvania; Instructor(s): Conte; 
Semester: Fall 2023; Course: 54315; Title: Jazz III; Units: 2.0; Lec/Sec: A; Days: F; Begin: 09:30AM; End: 10:50AM; Bldg/Room: PCA 306; Location: Pittsburgh, Pennsylvania; Instructor(s): Cousin; 
Semester: Fall 2023; Course: 54315; Title: Jazz III; Units: 2.0; Lec/Sec: B; Days: F; Begin: 01:30PM; End: 02:50PM; Bldg/Room: PCA 306; Location: Pittsburgh, Pennsylvania; Instructor(s): Cousin; 
Semester: Fall 2023; Course: 54317; Title: Singing for Actors III; Units: 2.0; Lec/Sec: A; Days: F; Begin: 01:30PM; End: 02:50PM; Bldg/Room: PCA A41; Location: Pittsburgh, Pennsylvania; Instructor(s): Reyes-Mir; 
Semester: Fall 2023; Course: 54319; Title: Cabaret; Units: 6.0; Lec/Sec: A; Days: TR; Begin: 10:30AM; End: 11:50AM; Bldg/Room: PCA 321; Location: Pittsburgh, Pennsylvania; Instructor(s): Kline; 
Semester: Fall 2023; Course: 54322; Title: Directing III: INTRODUCTION TO TV & FILM DIRECTING; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 01:00PM; End: 02:50PM; Bldg/Room: PH 125D; Location: Pittsburgh, Pennsylvania; Instructor(s): Wolk; 
Semester: Fall 2023; Course: 54323; Title: Tap III - Expand Percussive Rhythms; Units: 2.0; Lec/Sec: A; Days: T; Begin: 04:30PM; End: 05:20PM; Bldg/Room: PCA 306; Location: Pittsburgh, Pennsylvania; Instructor(s): Conte; 
Semester: Fall 2023; Course: 54323; Title: Tap III - Expand Percussive Rhythms; Units: 2.0; Lec/Sec: B; Days: R; Begin: 04:30PM; End: 05:20PM; Bldg/Room: PCA 306; Location: Pittsburgh, Pennsylvania; Instructor(s): Cousin; 
Semester: Fall 2023; Course: 54325; Title: Actor Dance III; Units: 2.0; Lec/Sec: A; Days: T; Begin: 12:00PM; End: 01:00PM; Bldg/Room: PCA 313; Location: Pittsburgh, Pennsylvania; Instructor(s): Cousin; 
Semester: Fall 2023; Course: 54325; Title: Actor Dance III; Units: 2.0; Lec/Sec: ; Days: R; Begin: 12:00PM; End: 01:00PM; Bldg/Room: PCA 306; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54327; Title: Auditioning for TV/Film; Units: 2.0; Lec/Sec: A; Days: T; Begin: 09:00AM; End: 10:20AM; Bldg/Room: PCA 321; Location: Pittsburgh, Pennsylvania; Instructor(s): Smith; 
Semester: Fall 2023; Course: 54327; Title: Auditioning for TV/Film; Units: 2.0; Lec/Sec: B; Days: R; Begin: 09:00AM; End: 10:20AM; Bldg/Room: PCA 321; Location: Pittsburgh, Pennsylvania; Instructor(s): Smith; 
Semester: Fall 2023; Course: 54331; Title: Scenic Design: Explorations; Units: 9.0; Lec/Sec: A; Days: M; Begin: 02:00PM; End: 04:50PM; Bldg/Room: PCA 307; Location: Pittsburgh, Pennsylvania; Instructor(s): Warren; 
Semester: Fall 2023; Course: 54333; Title: Production Personnel Management; Units: 6.0; Lec/Sec: A; Days: MW; Begin: 03:30PM; End: 04:50PM; Bldg/Room: WEH 4707; Location: Pittsburgh, Pennsylvania; Instructor(s): Wei; 
Semester: Fall 2023; Course: 54339; Title: Stage Management Seminar; Units: 3.0; Lec/Sec: A; Days: M; Begin: 10:30AM; End: 12:20PM; Bldg/Room: PCA 103; Location: Pittsburgh, Pennsylvania; Instructor(s): Shackleford; 
Semester: Fall 2023; Course: 54340; Title: Coding & Control for Theatrical Sound; Units: 5.0; Lec/Sec: A; Days: W; Begin: 01:00PM; End: 03:50PM; Bldg/Room: PCA 103; Location: Pittsburgh, Pennsylvania; Instructor(s): Blackwood; 
Semester: Fall 2023; Course: 54341; Title: Fundamentals of Costume Design; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: PCA 305; Location: Pittsburgh, Pennsylvania; Instructor(s): Gajic; 
Semester: Fall 2023; Course: 54350; Title: Scenic Design Forum; Units: 1.0; Lec/Sec: A; Days: R; Begin: 12:00PM; End: 12:50PM; Bldg/Room: PCA 307; Location: Pittsburgh, Pennsylvania; Instructor(s): Block; 
Semester: Fall 2023; Course: 54351; Title: Theatrical Lighting Design; Units: 9.0; Lec/Sec: A; Days: T; Begin: 09:00AM; End: 11:50AM; Bldg/Room: PCA 211; Location: Pittsburgh, Pennsylvania; Instructor(s): Thomson; 
Semester: Fall 2023; Course: 54362; Title: Anti-Racist & Equitable Practices in Theater; Units: 6.0; Lec/Sec: A; Days: MW; Begin: 12:00PM; End: 01:20PM; Bldg/Room: PCA A35; Location: Pittsburgh, Pennsylvania; Instructor(s): Dunn; 
Semester: Fall 2023; Course: 54362; Title: Anti-Racist & Equitable Practices in Theater; Units: 6.0; Lec/Sec: B; Days: MW; Begin: 01:30PM; End: 02:50PM; Bldg/Room: PCA A35; Location: Pittsburgh, Pennsylvania; Instructor(s): Dunn; 
Semester: Fall 2023; Course: 54366; Title: Physics of Stage Machinery; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: PCA 209; Location: Pittsburgh, Pennsylvania; Instructor(s): Hines; 
Semester: Fall 2023; Course: 54367; Title: Lighting Design Skills; Units: 6.0; Lec/Sec: A; Days: R; Begin: 09:00AM; End: 11:50AM; Bldg/Room: PCA 211; Location: Pittsburgh, Pennsylvania; Instructor(s): Thomson; 
Semester: Fall 2023; Course: 54373; Title: Draping Fundamentals; Units: 3.0; Lec/Sec: A1; Days: R; Begin: 09:00AM; End: 11:50AM; Bldg/Room: PCA 308; Location: Pittsburgh, Pennsylvania; Instructor(s): Hanson; 
Semester: Fall 2023; Course: 54375; Title: IDeATe: Robotics for Creative Practice; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 02:00PM; End: 03:50PM; Bldg/Room: HL A10; Location: Pittsburgh, Pennsylvania; Instructor(s): Zeglin; 
Semester: Fall 2023; Course: 54376; Title: Entertainment Rigging; Units: 3.0; Lec/Sec: A; Days: R; Begin: 03:30PM; End: 04:50PM; Bldg/Room: PCA 209; Location: Pittsburgh, Pennsylvania; Instructor(s): Boevers; 
Semester: Fall 2023; Course: 54380; Title: Music Reading for Production; Units: 3.0; Lec/Sec: A; Days: T; Begin: 12:30PM; End: 01:50PM; Bldg/Room: PCA 118; Location: Pittsburgh, Pennsylvania; Instructor(s): Muro; 
Semester: Fall 2023; Course: 54381; Title: Special Topics in Drama: History, Literature and Criticism:; Units: 6.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54381; Title: Contemporary Comedy by Historically Underrepresented Groups; Units: 6.0; Lec/Sec: A; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: PH A19A; Location: Pittsburgh, Pennsylvania; Instructor(s): Latham; 
Semester: Fall 2023; Course: 54381; Title: Special Topics in Drama: History, Literature and Criticism:; Units: 6.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54381; Title: Post-Dramatic Theatre: From Brecht to The Sims; Units: 6.0; Lec/Sec: B; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: PH A19; Location: Pittsburgh, Pennsylvania; Instructor(s): Kleymeyer; 
Semester: Fall 2023; Course: 54384; Title: Lighting Forum; Units: 1.0; Lec/Sec: A; Days: R; Begin: 01:00PM; End: 01:50PM; Bldg/Room: PCA 103; Location: Pittsburgh, Pennsylvania; Instructor(s): Stebbins; 
Semester: Fall 2023; Course: 54389; Title: Composition for Theatrical Sound Design 1; Units: 9.0; Lec/Sec: A; Days: M; Begin: 01:00PM; End: 03:50PM; Bldg/Room: PCA 103; Location: Pittsburgh, Pennsylvania; Instructor(s): Blackwood; 
Semester: Fall 2023; Course: 54389; Title: Composition for Theatrical Sound Design 1; Units: 9.0; Lec/Sec: ; Days: W; Begin: 11:00AM; End: 11:50AM; Bldg/Room: PCA 210; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54391; Title: Lighting Design for Directors; Units: 4.0; Lec/Sec: A; Days: F; Begin: 12:30PM; End: 01:50PM; Bldg/Room: PCA 211; Location: Pittsburgh, Pennsylvania; Instructor(s): Thomson; 
Semester: Fall 2023; Course: 54394; Title: Production Prep: Put Your House in Order:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54394; Title: Directing; Units: VAR; Lec/Sec: A; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Cody; 
Semester: Fall 2023; Course: 54394; Title: Directing; Units: VAR; Lec/Sec: ; Days: W; Begin: 05:00PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Directing; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Production Prep: Put Your House in Order:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54394; Title: Dramaturgy; Units: VAR; Lec/Sec: B; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Young; 
Semester: Fall 2023; Course: 54394; Title: Dramaturgy; Units: VAR; Lec/Sec: ; Days: W; Begin: 05:00PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Dramaturgy; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Production Prep: Put Your House in Order:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54394; Title: Production Management; Units: VAR; Lec/Sec: C; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Holcomb; 
Semester: Fall 2023; Course: 54394; Title: Production Management; Units: VAR; Lec/Sec: ; Days: W; Begin: 05:00PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Production Management; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Production Prep: Put Your House in Order:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54394; Title: Stage Management; Units: VAR; Lec/Sec: D; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Shackleford; 
Semester: Fall 2023; Course: 54394; Title: Stage Management; Units: VAR; Lec/Sec: ; Days: W; Begin: 04:00PM; End: 05:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Stage Management; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Production Prep: Put Your House in Order:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54394; Title: Scenic Design; Units: VAR; Lec/Sec: E; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Block; 
Semester: Fall 2023; Course: 54394; Title: Scenic Design; Units: VAR; Lec/Sec: ; Days: W; Begin: 05:00PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Scenic Design; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Production Prep: Put Your House in Order:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54394; Title: Carnegie Scenic; Units: VAR; Lec/Sec: F; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Boevers, Hines; 
Semester: Fall 2023; Course: 54394; Title: Carnegie Scenic; Units: VAR; Lec/Sec: ; Days: W; Begin: 05:00PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): ; 
Semester: Fall 2023; Course: 54394; Title: Carnegie Scenic; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): ; 
Semester: Fall 2023; Course: 54394; Title: Production Prep: Put Your House in Order:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54394; Title: Costume Design; Units: VAR; Lec/Sec: G; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Tsu; 
Semester: Fall 2023; Course: 54394; Title: Costume Design; Units: VAR; Lec/Sec: ; Days: W; Begin: 05:00PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Costume Design; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Production Prep: Put Your House in Order:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54394; Title: Lighting Design; Units: VAR; Lec/Sec: I; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Thomson; 
Semester: Fall 2023; Course: 54394; Title: Lighting Design; Units: VAR; Lec/Sec: ; Days: W; Begin: 05:00PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Lighting Design; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Production Prep: Put Your House in Order:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54394; Title: Lighting Production; Units: VAR; Lec/Sec: J; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Brown; 
Semester: Fall 2023; Course: 54394; Title: Lighting Production; Units: VAR; Lec/Sec: ; Days: TR; Begin: 05:00PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Lighting Production; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Production Prep: Put Your House in Order:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54394; Title: Sound Design; Units: VAR; Lec/Sec: K; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Pino; 
Semester: Fall 2023; Course: 54394; Title: Sound Design; Units: VAR; Lec/Sec: ; Days: W; Begin: 05:00PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Sound Design; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Production Prep: Put Your House in Order:; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54394; Title: Media Design; Units: VAR; Lec/Sec: L; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Fall 2023; Course: 54394; Title: Media Design; Units: VAR; Lec/Sec: ; Days: W; Begin: 05:00PM; End: 06:50PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54394; Title: Media Design; Units: VAR; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54396; Title: Theatrical Lighting Management; Units: 6.0; Lec/Sec: A; Days: MW; Begin: 12:30PM; End: 01:50PM; Bldg/Room: PCA A16; Location: Pittsburgh, Pennsylvania; Instructor(s): Brown; 
Semester: Fall 2023; Course: 54398; Title: Special Topics in Sound Design; Units: 9.0; Lec/Sec: A; Days: M; Begin: 01:00PM; End: 03:50PM; Bldg/Room: PCA A21A; Location: Pittsburgh, Pennsylvania; Instructor(s): Pino; 
Semester: Fall 2023; Course: 54399; Title: Decoding Media; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 10:00AM; End: 11:50AM; Bldg/Room: PCA 231; Location: Pittsburgh, Pennsylvania; Instructor(s): Shea; 
Semester: Fall 2023; Course: 54403; Title: Advanced Speech Techniques; Units: 6.0; Lec/Sec: A1; Days: F; Begin: 01:30PM; End: 03:20PM; Bldg/Room: PCA A35; Location: Pittsburgh, Pennsylvania; Instructor(s): Stewart; 
Semester: Fall 2023; Course: 54407; Title: Movement IV; Units: 6.0; Lec/Sec: A; Days: TR; Begin: 10:30AM; End: 11:50AM; Bldg/Room: PCA 313; Location: Pittsburgh, Pennsylvania; Instructor(s): Warman; 
Semester: Fall 2023; Course: 54411; Title: Rehearsal and Performance IV:; Units: 16.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54411; Title: Doll's House; Units: 16.0; Lec/Sec: A1; Days: M; Begin: 05:20PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Moore; 
Semester: Fall 2023; Course: 54411; Title: Doll's House; Units: 16.0; Lec/Sec: ; Days: MTWRF; Begin: 06:30PM; End: 10:30PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54411; Title: Doll's House; Units: 16.0; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54411; Title: Rehearsal and Performance IV:; Units: 16.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 54411; Title: Put Your House in Order; Units: 16.0; Lec/Sec: A2; Days: M; Begin: 05:20PM; End: 06:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Dunn; 
Semester: Fall 2023; Course: 54411; Title: Put Your House in Order; Units: 16.0; Lec/Sec: ; Days: MTWRF; Begin: 06:30PM; End: 10:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54411; Title: Put Your House in Order; Units: 16.0; Lec/Sec: ; Days: S; Begin: 11:00AM; End: 03:00PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Fall 2023; Course: 54411; Title: Rehearsal and Performance IV:; Units: 16.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
